12:12:00 system           | rule-engine started (pid=24242)
12:18:36 rule-engine      | [2022-11-10 12:18:36.495] [DEBUG]: Received message: '{"id": "viUl0JEG", "timestamp": "2022-11-10T12:18:36.478236Z", "signalType": "EVENT", "from": "telegram_adapter", "eventType": "TelegramReceivedMessage", "messageId": "226", "firstName": "Farafrfljo", "lastName": null, "chatId": "5733149430", "receivedAt": "2022-11-10T12:18:36.000000Z", "text": "Ok test me", "location": null, "mediaList": null, "mediaGroupId": null, "replyToMessageId": null, "rawData": {"message": {"delete_chat_photo": false, "date": 1668082716, "chat": {"id": 5733149430, "type": "private", "first_name": "Farafrfljo"}, "caption_entities": [], "supergroup_chat_created": false, "photo": [], "new_chat_members": [], "channel_chat_created": false, "text": "Ok test me", "new_chat_photo": [], "group_chat_created": false, "message_id": 226, "entities": [], "from": {"language_code": "hr", "first_name": "Farafrfljo", "id": 5733149430, "is_bot": false}}, "update_id": 862158546}}
12:18:36 rule-engine      | [2022-11-10 12:18:36.527] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-rule-engine-input>: {"id":"8xBEEpN7","timestamp":"2022-11-10T12:18:36.526839Z","signalType":"MESSAGE","from":"rule_engine","messageType":"EvaluateWithSignals","to":"rule_engine","returnAddress":"public/default/workspace-ms-ivo-app-rule-engine-input","agentId":"yYlKULq0","signals":{"signals":[{"id":"viUl0JEG","timestamp":"2022-11-10T12:18:36.478236Z","signalType":"EVENT","from":"telegram_adapter","eventType":"TelegramReceivedMessage","messageId":"226","firstName":"Farafrfljo","lastName":null,"chatId":"5733149430","receivedAt":"2022-11-10T12:18:36.000000Z","text":"Ok test me","location":null,"mediaList":null,"mediaGroupId":null,"replyToMessageId":null,"rawData":{"message":{"delete_chat_photo":false,"date":1668082716,"chat":{"id":5733149430,"type":"private","first_name":"Farafrfljo"},"caption_entities":[],"supergroup_chat_created":false,"photo":[],"new_chat_members":[],"channel_chat_created":false,"text":"Ok test me","new_chat_photo":[],"group_chat_created":false,"message_id":226,"entities":[],"from":{"language_code":"hr","first_name":"Farafrfljo","id":5733149430,"is_bot":false}},"update_id":862158546}}]}}
12:18:36 rule-engine      | [2022-11-10 12:18:36.533] [DEBUG]: Received message: '{"id":"8xBEEpN7","timestamp":"2022-11-10T12:18:36.526839Z","signalType":"MESSAGE","from":"rule_engine","messageType":"EvaluateWithSignals","to":"rule_engine","returnAddress":"public/default/workspace-ms-ivo-app-rule-engine-input","agentId":"yYlKULq0","signals":{"signals":[{"id":"viUl0JEG","timestamp":"2022-11-10T12:18:36.478236Z","signalType":"EVENT","from":"telegram_adapter","eventType":"TelegramReceivedMessage","messageId":"226","firstName":"Farafrfljo","lastName":null,"chatId":"5733149430","receivedAt":"2022-11-10T12:18:36.000000Z","text":"Ok test me","location":null,"mediaList":null,"mediaGroupId":null,"replyToMessageId":null,"rawData":{"message":{"delete_chat_photo":false,"date":1668082716,"chat":{"id":5733149430,"type":"private","first_name":"Farafrfljo"},"caption_entities":[],"supergroup_chat_created":false,"photo":[],"new_chat_members":[],"channel_chat_created":false,"text":"Ok test me","new_chat_photo":[],"group_chat_created":false,"message_id":226,"entities":[],"from":{"language_code":"hr","first_name":"Farafrfljo","id":5733149430,"is_bot":false}},"update_id":862158546}}]}}
12:18:36 rule-engine      | [2022-11-10 12:18:36.538] [DEBUG]: Evaluating agent yYlKULq0
12:18:36 rule-engine      | [2022-11-10 12:18:36.544] [DEBUG]: Adding facts: [Agent(id=yYlKULq0, connections={telegram=5733149430}, type=Nola)]
12:18:36 rule-engine      | [2022-11-10 12:18:36.544] [DEBUG]: Adding signals: [(TelegramReceivedMessage(messageId=226, firstName=Farafrfljo, lastName=null, chatId=5733149430, receivedAt=2022-11-10T12:18:36, text=Ok test me, location=null, mediaList=null, mediaGroupId=null, replyToMessageId=null, rawData={"message":{"delete_chat_photo":false,"date":1668082716,"chat":{"id":5733149430,"type":"private","first_name":"Farafrfljo"},"caption_entities":[],"supergroup_chat_created":false,"photo":[],"new_chat_members":[],"channel_chat_created":false,"text":"Ok test me","new_chat_photo":[],"group_chat_created":false,"message_id":226,"entities":[],"from":{"language_code":"hr","first_name":"Farafrfljo","id":5733149430,"is_bot":false}},"update_id":862158546}),signals)]
12:18:36 rule-engine      | [2022-11-10 12:18:36.546] [INFO]: Prompt for GPT-3:
12:18:36 rule-engine      | You are Tony Stark and you are interviewing a newbie superhero for Avengers. Answer the newbie's questions in a supportive, but strict and serious way.
12:18:36 rule-engine      | Newbie: How, there is never enough brave heros to save the world
12:18:36 rule-engine      | Stark: We have a strict vetting process. And we're not looking for anyone at the moment.
12:18:36 rule-engine      | Newbie: Ur are such a douche
12:18:36 rule-engine      | Stark: Sorry, can't let you in.
12:18:36 rule-engine      | Newbie: What i have to do to get in
12:18:36 rule-engine      | Stark: There is no easy answer - it takes bravery, strength, and a commitment to justice. We're looking for the best of the best.
12:18:36 rule-engine      | Newbie: Ok test me
12:18:36 rule-engine      | Stark:
12:18:36 rule-engine      | [2022-11-10 12:18:36.547] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-gpt3-adapter-input>: {"id":"2c91FoHj","timestamp":"2022-11-10T12:18:36.547207Z","signalType":"MESSAGE","from":"yYlKULq0","messageType":"Complete","to":"gpt3_adapter","returnAddress":"public/default/workspace-ms-ivo-app-agents-input","prompt":"You are Tony Stark and you are interviewing a newbie superhero for Avengers. Answer the newbie's questions in a supportive, but strict and serious way.\nNewbie: How, there is never enough brave heros to save the world\n\nStark: We have a strict vetting process. And we're not looking for anyone at the moment.\n\nNewbie: Ur are such a douche\n\nStark: Sorry, can't let you in.\n\nNewbie: What i have to do to get in\n\nStark: There is no easy answer - it takes bravery, strength, and a commitment to justice. We're looking for the best of the best.\n\nNewbie: Ok test me\nStark:","model":"text-davinci-001","maxTokens":64,"temperature":0.7,"topP":1.0,"n":1,"logprobs":null,"echo":false,"stop":["Stark:","Newbie:"],"presencePenalty":0.6,"frequencyPenalty":0.0,"bestOf":1,"logitBias":null,"suffix":null}
12:18:36 rule-engine      | [2022-11-10 12:18:36.547] [DEBUG]: Rule fired: Handle message
12:18:36 rule-engine      | [2022-11-10 12:18:36.553] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-evaluation-event>: {"id":"83q5r00P","timestamp":"2022-11-10T12:18:36.551742Z","signalType":"EVENT","from":"yYlKULq0","eventType":"Evaluation","agentId":"yYlKULq0","evaluatedAt":"2022-11-10T12:18:36.552516Z"}
12:18:36 rule-engine      | [2022-11-10 12:18:36.553] [DEBUG]: Updating facts: [Agent(id=yYlKULq0, connections={telegram=5733149430}, type=Nola)]
12:18:36 gpt3-adapter     | [2022-11-10 12:18:36.556] [DEBUG]: Received message: b'{"id":"2c91FoHj","timestamp":"2022-11-10T12:18:36.547207Z","signalType":"MESSAGE","from":"yYlKULq0","messageType":"Complete","to":"gpt3_adapter","returnAddress":"public/default/workspace-ms-ivo-app-agents-input","prompt":"You are Tony Stark and you are interviewing a newbie superhero for Avengers. Answer the newbie\'s questions in a supportive, but strict and serious way.\\nNewbie: How, there is never enough brave heros to save the world\\n\\nStark: We have a strict vetting process. And we\'re not looking for anyone at the moment.\\n\\nNewbie: Ur are such a douche\\n\\nStark: Sorry, can\'t let you in.\\n\\nNewbie: What i have to do to get in\\n\\nStark: There is no easy answer - it takes bravery, strength, and a commitment to justice. We\'re looking for the best of the best.\\n\\nNewbie: Ok test me\\nStark:","model":"text-davinci-001","maxTokens":64,"temperature":0.7,"topP":1.0,"n":1,"logprobs":null,"echo":false,"stop":["Stark:","Newbie:"],"presencePenalty":0.6,"frequencyPenalty":0.0,"bestOf":1,"logitBias":null,"suffix":null}'
12:18:36 rule-engine      | [2022-11-10 12:18:36.560] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-agent-data_change>: {"id":"Ia49Ju8I","timestamp":"2022-11-10T12:18:36.560444Z","signalType":"DATA_CHANGE","from":"yYlKULq0","changeType":"UPDATED","objectType":"agent","object":{"id":"yYlKULq0","connections":{"telegram":"5733149430"},"type":"Nola","memory":["Newbie: How, there is never enough brave heros to save the world\n","Stark: We have a strict vetting process. And we're not looking for anyone at the moment.\n","Newbie: Ur are such a douche\n","Stark: Sorry, can't let you in.\n","Newbie: What i have to do to get in\n","Stark: There is no easy answer - it takes bravery, strength, and a commitment to justice. We're looking for the best of the best.\n","Newbie: Ok test me\n"],"lastInteractionTime":"2022-11-10T12:18:36.546127Z","pinged":false,"personality":"solemnStark","max_MEMORY":6}}
12:18:36 heartbeat        | [2022-11-10 12:18:36.568] [DEBUG]: Received message: b'{"id":"Ia49Ju8I","timestamp":"2022-11-10T12:18:36.560444Z","signalType":"DATA_CHANGE","from":"yYlKULq0","changeType":"UPDATED","objectType":"agent","object":{"id":"yYlKULq0","connections":{"telegram":"5733149430"},"type":"Nola","memory":["Newbie: How, there is never enough brave heros to save the world\\n","Stark: We have a strict vetting process. And we\'re not looking for anyone at the moment.\\n","Newbie: Ur are such a douche\\n","Stark: Sorry, can\'t let you in.\\n","Newbie: What i have to do to get in\\n","Stark: There is no easy answer - it takes bravery, strength, and a commitment to justice. We\'re looking for the best of the best.\\n","Newbie: Ok test me\\n"],"lastInteractionTime":"2022-11-10T12:18:36.546127Z","pinged":false,"personality":"solemnStark","max_MEMORY":6}}'
12:18:37 gpt3-adapter     | [2022-11-10 12:18:37.214] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-agents-input>: b'{"id": "cmpl-6B0nsh5HBrwaVGEFScWjQrHmcfA5L", "timestamp": "2022-11-10T12:18:37.213702Z", "signalType": "REPLY", "from": "gpt3_adapter", "messageType": "GPT3Completion", "to": "yYlKULq0", "returnAddress": "public/default/workspace-ms-ivo-app-gpt3-adapter-input", "replyTo": {"id": "2c91FoHj", "timestamp": "2022-11-10T12:18:36.547207Z", "signalType": "MESSAGE", "from": "yYlKULq0", "messageType": "Complete", "to": "gpt3_adapter", "returnAddress": "public/default/workspace-ms-ivo-app-agents-input", "maxTokens": 64, "frequencyPenalty": 0.0, "prompt": "You are Tony Stark and you are interviewing a newbie superhero for Avengers. Answer the newbie\'s questions in a supportive, but strict and serious way.\\nNewbie: How, there is never enough brave heros to save the world\\n\\nStark: We have a strict vetting process. And we\'re not looking for anyone at the moment.\\n\\nNewbie: Ur are such a douche\\n\\nStark: Sorry, can\'t let you in.\\n\\nNewbie: What i have to do to get in\\n\\nStark: There is no easy answer - it takes bravery, strength, and a commitment to justice. We\'re looking for the best of the best.\\n\\nNewbie: Ok test me\\nStark:", "echo": false, "temperature": 0.7, "stop": ["Stark:", "Newbie:"], "presencePenalty": 0.6, "model": "text-davinci-001", "n": 1, "suffix": null, "logprobs": null, "bestOf": 1, "logitBias": null, "topP": 1.0}, "choices": [{"text": " You have to be willing to put the needs of others before your own. And you have to be able to work well with a team.", "index": 0, "logprobs": null, "finish_reason": "stop"}], "model": "text-davinci-001", "object": "text_completion", "created": 1668082716, "usage": {"prompt_tokens": 153, "completion_tokens": 28, "total_tokens": 181}}'
12:18:37 rule-engine      | [2022-11-10 12:18:37.230] [DEBUG]: Received message: '{"id": "cmpl-6B0nsh5HBrwaVGEFScWjQrHmcfA5L", "timestamp": "2022-11-10T12:18:37.213702Z", "signalType": "REPLY", "from": "gpt3_adapter", "messageType": "GPT3Completion", "to": "yYlKULq0", "returnAddress": "public/default/workspace-ms-ivo-app-gpt3-adapter-input", "replyTo": {"id": "2c91FoHj", "timestamp": "2022-11-10T12:18:36.547207Z", "signalType": "MESSAGE", "from": "yYlKULq0", "messageType": "Complete", "to": "gpt3_adapter", "returnAddress": "public/default/workspace-ms-ivo-app-agents-input", "maxTokens": 64, "frequencyPenalty": 0.0, "prompt": "You are Tony Stark and you are interviewing a newbie superhero for Avengers. Answer the newbie's questions in a supportive, but strict and serious way.\nNewbie: How, there is never enough brave heros to save the world\n\nStark: We have a strict vetting process. And we're not looking for anyone at the moment.\n\nNewbie: Ur are such a douche\n\nStark: Sorry, can't let you in.\n\nNewbie: What i have to do to get in\n\nStark: There is no easy answer - it takes bravery, strength, and a commitment to justice. We're looking for the best of the best.\n\nNewbie: Ok test me\nStark:", "echo": false, "temperature": 0.7, "stop": ["Stark:", "Newbie:"], "presencePenalty": 0.6, "model": "text-davinci-001", "n": 1, "suffix": null, "logprobs": null, "bestOf": 1, "logitBias": null, "topP": 1.0}, "choices": [{"text": " You have to be willing to put the needs of others before your own. And you have to be able to work well with a team.", "index": 0, "logprobs": null, "finish_reason": "stop"}], "model": "text-davinci-001", "object": "text_completion", "created": 1668082716, "usage": {"prompt_tokens": 153, "completion_tokens": 28, "total_tokens": 181}}
12:18:37 rule-engine      | [2022-11-10 12:18:37.235] [DEBUG]: Evaluating agent yYlKULq0
12:18:37 rule-engine      | [2022-11-10 12:18:37.240] [DEBUG]: Adding facts: [Agent(id=yYlKULq0, connections={telegram=5733149430}, type=Nola)]
12:18:37 rule-engine      | [2022-11-10 12:18:37.240] [DEBUG]: Adding signals: [(GPT3Completion(choices=[CompletionChoice(text= You have to be willing to put the needs of others before your own. And you have to be able to work well with a team., index=0, logprobs=null, finish_reason=stop)], model=text-davinci-001),signals)]
12:18:37 rule-engine      | [2022-11-10 12:18:37.243] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-telegram-adapter-input>: {"id":"StZhK3k7","timestamp":"2022-11-10T12:18:37.243112Z","signalType":"MESSAGE","from":"yYlKULq0","messageType":"SendMessage","to":"telegram_adapter","returnAddress":"public/default/workspace-ms-ivo-app-agents-input","chatId":"5733149430","text":"You have to be willing to put the needs of others before your own. And you have to be able to work well with a team.","keyboardData":null,"mediaList":null}
12:18:37 rule-engine      | [2022-11-10 12:18:37.243] [DEBUG]: Rule fired: Send GPT3 response
12:18:37 rule-engine      | [2022-11-10 12:18:37.246] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-evaluation-event>: {"id":"SeX5uDiN","timestamp":"2022-11-10T12:18:37.245271Z","signalType":"EVENT","from":"yYlKULq0","eventType":"Evaluation","agentId":"yYlKULq0","evaluatedAt":"2022-11-10T12:18:37.246093Z"}
12:18:37 rule-engine      | [2022-11-10 12:18:37.247] [DEBUG]: Updating facts: [Agent(id=yYlKULq0, connections={telegram=5733149430}, type=Nola)]
12:18:37 telegram-adapter | [2022-11-10 12:18:37.249] [DEBUG]: Received message: b'{"id":"StZhK3k7","timestamp":"2022-11-10T12:18:37.243112Z","signalType":"MESSAGE","from":"yYlKULq0","messageType":"SendMessage","to":"telegram_adapter","returnAddress":"public/default/workspace-ms-ivo-app-agents-input","chatId":"5733149430","text":"You have to be willing to put the needs of others before your own. And you have to be able to work well with a team.","keyboardData":null,"mediaList":null}'
12:18:37 telegram-adapter | [2022-11-10 12:18:37.251] [INFO]: Send message with text "You have to be willing to put the needs of others before your own. And you have to be able to work well with a team." to 5733149430
12:18:37 rule-engine      | [2022-11-10 12:18:37.251] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-agent-data_change>: {"id":"gCmNkB17","timestamp":"2022-11-10T12:18:37.251639Z","signalType":"DATA_CHANGE","from":"yYlKULq0","changeType":"UPDATED","objectType":"agent","object":{"id":"yYlKULq0","connections":{"telegram":"5733149430"},"type":"Nola","memory":["Stark: We have a strict vetting process. And we're not looking for anyone at the moment.\n","Newbie: Ur are such a douche\n","Stark: Sorry, can't let you in.\n","Newbie: What i have to do to get in\n","Stark: There is no easy answer - it takes bravery, strength, and a commitment to justice. We're looking for the best of the best.\n","Newbie: Ok test me\n","Stark: You have to be willing to put the needs of others before your own. And you have to be able to work well with a team.\n"],"lastInteractionTime":"2022-11-10T12:18:36.546127Z","pinged":false,"personality":"solemnStark","max_MEMORY":6}}
12:18:37 heartbeat        | [2022-11-10 12:18:37.257] [DEBUG]: Received message: b'{"id":"gCmNkB17","timestamp":"2022-11-10T12:18:37.251639Z","signalType":"DATA_CHANGE","from":"yYlKULq0","changeType":"UPDATED","objectType":"agent","object":{"id":"yYlKULq0","connections":{"telegram":"5733149430"},"type":"Nola","memory":["Stark: We have a strict vetting process. And we\'re not looking for anyone at the moment.\\n","Newbie: Ur are such a douche\\n","Stark: Sorry, can\'t let you in.\\n","Newbie: What i have to do to get in\\n","Stark: There is no easy answer - it takes bravery, strength, and a commitment to justice. We\'re looking for the best of the best.\\n","Newbie: Ok test me\\n","Stark: You have to be willing to put the needs of others before your own. And you have to be able to work well with a team.\\n"],"lastInteractionTime":"2022-11-10T12:18:36.546127Z","pinged":false,"personality":"solemnStark","max_MEMORY":6}}'
12:18:37 telegram-adapter | [2022-11-10 12:18:37.298] [DEBUG]: Successfully sent Telegram Message.
12:18:37 telegram-adapter | [2022-11-10 12:18:37.302] [DEBUG]: Saved SentMessage 227
12:18:37 telegram-adapter | [2022-11-10 12:18:37.304] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-telegram-sent-message-event>: b'{"id": "XnMlSIzE", "timestamp": "2022-11-10T12:18:37.304154Z", "signalType": "EVENT", "from": "telegram_adapter", "eventType": "TelegramSentMessage", "messageId": "227", "chatId": "5733149430", "sentAt": "2022-11-10T12:18:37.000000Z", "text": "You have to be willing to put the needs of others before your own. And you have to be able to work well with a team.", "mediaList": null, "keyboardData": null, "multipleAnswer": null, "expireAt": null, "messageReanswerable": false}'
12:18:37 telegram-adapter | [2022-11-10 12:18:37.306] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-agents-input>: b'{"id": "Qz1kuSmk", "timestamp": "2022-11-10T12:18:37.306161Z", "signalType": "REPLY", "from": "telegram_adapter", "messageType": "TelegramResult", "to": "yYlKULq0", "returnAddress": "public/default/workspace-ms-ivo-app-telegram-adapter-input", "replyTo": {"id": "StZhK3k7", "timestamp": "2022-11-10T12:18:37.243112Z", "signalType": "MESSAGE", "from": "yYlKULq0", "messageType": "SendMessage", "to": "telegram_adapter", "returnAddress": "public/default/workspace-ms-ivo-app-agents-input", "mediaList": null, "keyboardData": null, "chatId": "5733149430", "text": "You have to be willing to put the needs of others before your own. And you have to be able to work well with a team."}, "success": true, "message": {"id": "XnMlSIzE", "timestamp": "2022-11-10T12:18:37.304154Z", "signalType": "EVENT", "from": "telegram_adapter", "eventType": "TelegramSentMessage", "messageId": "227", "chatId": "5733149430", "sentAt": "2022-11-10T12:18:37.000000Z", "text": "You have to be willing to put the needs of others before your own. And you have to be able to work well with a team.", "mediaList": null, "keyboardData": null, "multipleAnswer": null, "expireAt": null, "messageReanswerable": false}}'
12:18:37 rule-engine      | [2022-11-10 12:18:37.322] [DEBUG]: Received message: '{"id": "Qz1kuSmk", "timestamp": "2022-11-10T12:18:37.306161Z", "signalType": "REPLY", "from": "telegram_adapter", "messageType": "TelegramResult", "to": "yYlKULq0", "returnAddress": "public/default/workspace-ms-ivo-app-telegram-adapter-input", "replyTo": {"id": "StZhK3k7", "timestamp": "2022-11-10T12:18:37.243112Z", "signalType": "MESSAGE", "from": "yYlKULq0", "messageType": "SendMessage", "to": "telegram_adapter", "returnAddress": "public/default/workspace-ms-ivo-app-agents-input", "mediaList": null, "keyboardData": null, "chatId": "5733149430", "text": "You have to be willing to put the needs of others before your own. And you have to be able to work well with a team."}, "success": true, "message": {"id": "XnMlSIzE", "timestamp": "2022-11-10T12:18:37.304154Z", "signalType": "EVENT", "from": "telegram_adapter", "eventType": "TelegramSentMessage", "messageId": "227", "chatId": "5733149430", "sentAt": "2022-11-10T12:18:37.000000Z", "text": "You have to be willing to put the needs of others before your own. And you have to be able to work well with a team.", "mediaList": null, "keyboardData": null, "multipleAnswer": null, "expireAt": null, "messageReanswerable": false}}
12:18:37 rule-engine      | [2022-11-10 12:18:37.327] [DEBUG]: Evaluating agent yYlKULq0
12:18:37 rule-engine      | [2022-11-10 12:18:37.332] [DEBUG]: Adding facts: [Agent(id=yYlKULq0, connections={telegram=5733149430}, type=Nola)]
12:18:37 rule-engine      | [2022-11-10 12:18:37.333] [DEBUG]: Adding signals: [(TelegramResult(success=true, message=TelegramSentMessage(messageId=227, chatId=5733149430, sentAt=2022-11-10T12:18:37, text=You have to be willing to put the needs of others before your own. And you have to be able to work well with a team., mediaList=null, keyboardData=null, multipleAnswer=null, expireAt=null, messageReanswerable=false)),signals)]
12:18:37 rule-engine      | [2022-11-10 12:18:37.336] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-evaluation-event>: {"id":"YL5aQXhX","timestamp":"2022-11-10T12:18:37.335548Z","signalType":"EVENT","from":"yYlKULq0","eventType":"Evaluation","agentId":"yYlKULq0","evaluatedAt":"2022-11-10T12:18:37.336237Z"}
12:18:37 rule-engine      | [2022-11-10 12:18:37.337] [DEBUG]: Updating facts: [Agent(id=yYlKULq0, connections={telegram=5733149430}, type=Nola)]
12:18:37 rule-engine      | [2022-11-10 12:18:37.341] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-agent-data_change>: {"id":"YfKEuw1C","timestamp":"2022-11-10T12:18:37.341120Z","signalType":"DATA_CHANGE","from":"yYlKULq0","changeType":"UPDATED","objectType":"agent","object":{"id":"yYlKULq0","connections":{"telegram":"5733149430"},"type":"Nola","memory":["Stark: We have a strict vetting process. And we're not looking for anyone at the moment.\n","Newbie: Ur are such a douche\n","Stark: Sorry, can't let you in.\n","Newbie: What i have to do to get in\n","Stark: There is no easy answer - it takes bravery, strength, and a commitment to justice. We're looking for the best of the best.\n","Newbie: Ok test me\n","Stark: You have to be willing to put the needs of others before your own. And you have to be able to work well with a team.\n"],"lastInteractionTime":"2022-11-10T12:18:36.546127Z","pinged":false,"personality":"solemnStark","max_MEMORY":6}}
12:18:37 heartbeat        | [2022-11-10 12:18:37.349] [DEBUG]: Received message: b'{"id":"YfKEuw1C","timestamp":"2022-11-10T12:18:37.341120Z","signalType":"DATA_CHANGE","from":"yYlKULq0","changeType":"UPDATED","objectType":"agent","object":{"id":"yYlKULq0","connections":{"telegram":"5733149430"},"type":"Nola","memory":["Stark: We have a strict vetting process. And we\'re not looking for anyone at the moment.\\n","Newbie: Ur are such a douche\\n","Stark: Sorry, can\'t let you in.\\n","Newbie: What i have to do to get in\\n","Stark: There is no easy answer - it takes bravery, strength, and a commitment to justice. We\'re looking for the best of the best.\\n","Newbie: Ok test me\\n","Stark: You have to be willing to put the needs of others before your own. And you have to be able to work well with a team.\\n"],"lastInteractionTime":"2022-11-10T12:18:36.546127Z","pinged":false,"personality":"solemnStark","max_MEMORY":6}}'
12:18:39 heartbeat        | [2022-11-10 12:18:39.692] [DEBUG]: Sending a heartbeat for agents: ['SMITH']
12:18:39 heartbeat        | [2022-11-10 12:18:39.694] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-heartbeat-event>: b'{"id": "gbXFfAUT", "timestamp": "2022-11-10T12:18:39.693631Z", "signalType": "EVENT", "from": "heartbeat", "eventType": "Heartbeat", "agentId": "SMITH"}'
12:18:39 heartbeat        | [2022-11-10 12:18:39.695] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-rule-engine-input>: b'{"id": "jqLlFVyg", "timestamp": "2022-11-10T12:18:39.695323Z", "signalType": "MESSAGE", "from": "heartbeat", "messageType": "EVALUATE", "to": "rule_engine", "returnAddress": "public/default/workspace-ms-ivo-app-heartbeat-input", "agentId": "SMITH"}'
12:18:39 rule-engine      | [2022-11-10 12:18:39.715] [DEBUG]: Received message: '{"id": "jqLlFVyg", "timestamp": "2022-11-10T12:18:39.695323Z", "signalType": "MESSAGE", "from": "heartbeat", "messageType": "EVALUATE", "to": "rule_engine", "returnAddress": "public/default/workspace-ms-ivo-app-heartbeat-input", "agentId": "SMITH"}
12:18:39 rule-engine      | [2022-11-10 12:18:39.717] [DEBUG]: Evaluating agent SMITH
12:18:39 rule-engine      | [2022-11-10 12:18:39.721] [DEBUG]: Adding facts: [Smith(super=Agent(id=SMITH, connections={}, type=Smith))]
12:18:39 rule-engine      | [2022-11-10 12:18:39.721] [DEBUG]: Adding signals: []
12:18:39 rule-engine      | [2022-11-10 12:18:39.725] [INFO]: Smith's heartbeat - num agents: 2
12:18:39 rule-engine      | [2022-11-10 12:18:39.726] [DEBUG]: Rule fired: Smith's Heartbeat
12:18:39 rule-engine      | [2022-11-10 12:18:39.728] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-evaluation-event>: {"id":"2ODNTtlc","timestamp":"2022-11-10T12:18:39.727924Z","signalType":"EVENT","from":"SMITH","eventType":"Evaluation","agentId":"SMITH","evaluatedAt":"2022-11-10T12:18:39.728750Z"}
12:18:39 rule-engine      | [2022-11-10 12:18:39.729] [DEBUG]: Updating facts: [Smith(super=Agent(id=SMITH, connections={}, type=Smith))]
12:18:39 rule-engine      | [2022-11-10 12:18:39.734] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-agent-data_change>: {"id":"IqlBbUiK","timestamp":"2022-11-10T12:18:39.733968Z","signalType":"DATA_CHANGE","from":"SMITH","changeType":"UPDATED","objectType":"agent","object":{"id":"SMITH","connections":{},"type":"Smith"}}
12:18:39 heartbeat        | [2022-11-10 12:18:39.742] [DEBUG]: Received message: b'{"id":"IqlBbUiK","timestamp":"2022-11-10T12:18:39.733968Z","signalType":"DATA_CHANGE","from":"SMITH","changeType":"UPDATED","objectType":"agent","object":{"id":"SMITH","connections":{},"type":"Smith"}}'
12:18:44 telegram-adapter | [2022-11-10 12:18:44.325] [DEBUG]: Received update from Telegram: {'message': {'delete_chat_photo': False, 'date': 1668082724, 'chat': {'id': 5733149430, 'type': 'private', 'first_name': 'Farafrfljo'}, 'caption_entities': [], 'supergroup_chat_created': False, 'photo': [], 'new_chat_members': [], 'channel_chat_created': False, 'text': 'no problem', 'new_chat_photo': [], 'group_chat_created': False, 'message_id': 228, 'entities': [], 'from': {'language_code': 'hr', 'first_name': 'Farafrfljo', 'id': 5733149430, 'is_bot': False}}, 'update_id': 862158547}
12:18:44 telegram-adapter | [2022-11-10 12:18:44.326] [DEBUG]: New message from 5733149430
12:18:44 telegram-adapter | [2022-11-10 12:18:44.326] [DEBUG]: Inserting Telegram Message in DB.
12:18:44 telegram-adapter | [2022-11-10 12:18:44.329] [DEBUG]: Created ReceivedMessage 228
12:18:44 telegram-adapter | [2022-11-10 12:18:44.331] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-telegram-received-message-event>: b'{"id": "TqsH1YRa", "timestamp": "2022-11-10T12:18:44.330931Z", "signalType": "EVENT", "from": "telegram_adapter", "eventType": "TelegramReceivedMessage", "messageId": "228", "firstName": "Farafrfljo", "lastName": null, "chatId": "5733149430", "receivedAt": "2022-11-10T12:18:44.000000Z", "text": "no problem", "location": null, "mediaList": null, "mediaGroupId": null, "replyToMessageId": null, "rawData": {"message": {"delete_chat_photo": false, "date": 1668082724, "chat": {"id": 5733149430, "type": "private", "first_name": "Farafrfljo"}, "caption_entities": [], "supergroup_chat_created": false, "photo": [], "new_chat_members": [], "channel_chat_created": false, "text": "no problem", "new_chat_photo": [], "group_chat_created": false, "message_id": 228, "entities": [], "from": {"language_code": "hr", "first_name": "Farafrfljo", "id": 5733149430, "is_bot": false}}, "update_id": 862158547}}'
